Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Marzo,Abril
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a negocio,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo a negocio,Sin violencia,6,5
2017,18,Nayarit,El patrimonio,Robo,Robo de ganado,Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de ganado,Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2017,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0
2017,18,Nayarit,El patrimonio,Robo,Otros robos,Con violencia,2,1
2017,18,Nayarit,El patrimonio,Robo,Otros robos,Sin violencia,2,4
2017,18,Nayarit,El patrimonio,Fraude,Fraude,Fraude,18,12
2017,18,Nayarit,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,6,2
2017,18,Nayarit,El patrimonio,Extorsión,Extorsión,Extorsión,0,0
2017,18,Nayarit,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,9,2
2017,18,Nayarit,El patrimonio,Despojo,Despojo,Despojo,9,3
2017,18,Nayarit,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0
2017,18,Nayarit,La familia,Violencia familiar,Violencia familiar,Violencia familiar,53,35
2017,18,Nayarit,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2017,18,Nayarit,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,66,16
2017,18,Nayarit,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0
2017,18,Nayarit,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,0
2017,18,Nayarit,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0
2017,18,Nayarit,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,33,15
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,6,5
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,1,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,1
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,1,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,1,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,2
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2017,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,9,20
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,36,48
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,13,2
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,11,4
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,45,38
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,5,2
2017,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,25,31
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,54,55
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,493,416
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,1
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,1,0
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,193,138
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,4,5
2017,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,0
2017,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0
2017,19,Nuevo León,La vida y la Integridad corporal,Aborto,Aborto,Aborto,3,3
2017,19,Nuevo León,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,5,4
2017,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,4,3
2017,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0
2017,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0
2017,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0
2017,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0
2017,19,Nuevo León,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0
2017,19,Nuevo León,Libertad personal,Rapto,Rapto,Rapto,11,8
2017,19,Nuevo León,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,201,164
2017,19,Nuevo León,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,84,72
2017,19,Nuevo León,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0
2017,19,Nuevo León,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,4,4
2017,19,Nuevo León,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,65,51
2017,19,Nuevo León,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,27,18
2017,19,Nuevo León,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,1
2017,19,Nuevo León,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,32,23
2017,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Con violencia,14,17
2017,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Sin violencia,296,245
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,37,56
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,175,159
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,10,11
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,34,30
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Sin violencia,1,0
2017,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Con violencia,26,16
2017,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Sin violencia,111,97
2017,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,104,82
2017,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,31,30
2017,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,20,22
2017,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,16,27
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Con violencia,4,5
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,2,3
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,5,1
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,2,0
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Con violencia,1,1
2017,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,1
2017,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Con violencia,2,1
2017,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Con violencia,113,90
2017,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Sin violencia,177,153
2017,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Con violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Sin violencia,26,22
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,1,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,1,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,1,5
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0
2017,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",7,0
2017,19,Nuevo León,El patrimonio,Robo,Otros robos,Con violencia,10,7
2017,19,Nuevo León,El patrimonio,Robo,Otros robos,Sin violencia,323,279
2017,19,Nuevo León,El patrimonio,Fraude,Fraude,Fraude,221,211
2017,19,Nuevo León,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,117,100
2017,19,Nuevo León,El patrimonio,Extorsión,Extorsión,Extorsión,48,60
2017,19,Nuevo León,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,899,631
2017,19,Nuevo León,El patrimonio,Despojo,Despojo,Despojo,71,56
2017,19,Nuevo León,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,15,6
2017,19,Nuevo León,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1458,1356
2017,19,Nuevo León,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0
2017,19,Nuevo León,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,55,43
2017,19,Nuevo León,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,336,312
2017,19,Nuevo León,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,12,8
2017,19,Nuevo León,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0
2017,19,Nuevo León,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,1,0
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,282,170
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,482,368
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,40,32
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,2,2
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,20,12
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,77,50
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,158,222
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0
2017,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,300,224
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,52,80
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,11,7
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,5,8
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,6
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,1
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,36,40
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,6,41
2017,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,4,6
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,34,20
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,26,38
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,226,249
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,9,8
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,2
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,89,83
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,6,9
2017,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,2
2017,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,2,1
